client_id,preferred_location,min_budget_DZD,max_budget_DZD,min_area,max_area,preferred_property_type,marital_status,has_kids,weight_location,weight_property_type,preferred_rooms,weight_rooms,preferred_schools_nearby,weight_schools_nearby,preferred_hospitals_nearby,weight_hospitals_nearby,preferred_parks_nearby,weight_parks_nearby,preferred_public_transport_score,weight_public_transport_score
CLT0196,Boumerdes,11600123,13912316,83,164,apartment,single,False,0.35,0.19,3,0.96,2,0.65,3,0.41,0,0.11,10,0.16
CLT0197,Medea,10800418,18715789,89,147,apartment,single,True,0.73,0.03,3,0.79,1,0.38,4,0.2,2,0.69,7,0.24
CLT0198,El Tarf,10344781,13701158,58,117,studio,divorced,True,0.9,0.28,1,0.32,3,0.2,0,0.41,0,0.98,0,0.5
CLT0199,Souk Ahras,6883088,10902083,75,96,apartment,single,False,0.89,0.44,5,0.69,2,0.48,2,0.07,5,0.73,3,0.27
CLT0200,Relizane,11914942,17786389,57,84,apartment,divorced,True,0.78,0.62,4,0.44,5,0.19,0,0.58,3,0.93,0,0.95
CLT0201,Annaba,6413076,11631806,82,143,villa,married,False,0.64,0.85,2,0.25,0,0.17,0,0.85,1,0.8,1,0.46
CLT0202,Laghouat,6714918,10475386,58,99,studio,married,True,0.08,0.2,3,0.84,3,0.62,5,0.73,1,0.16,7,0.06
CLT0203,Beni Abbes,8479058,16190742,60,79,villa,single,False,0.16,0.13,1,0.04,0,0.52,1,0.36,2,0.25,5,0.73
CLT0204,Naama,7413105,11765775,82,139,apartment,single,False,0.9,0.96,1,0.9,5,0.67,5,0.09,1,0.34,8,0.33
CLT0205,Laghouat,6146896,7936563,69,79,studio,single,False,0.61,0.11,4,0.46,0,0.93,2,0.2,5,0.17,1,0.65
CLT0206,Bouira,8051055,12698023,81,133,villa,married,True,0.01,0.48,3,0.64,1,0.53,0,0.55,5,0.58,2,0.28
CLT0207,El Mghair,7780781,14825768,93,150,apartment,married,False,0.1,0.59,5,0.66,3,0.58,3,0.21,5,0.98,8,0.57
CLT0208,MSila,10219017,16412387,60,74,studio,married,False,0.66,0.54,3,0.9,3,0.09,0,0.54,1,0.76,8,0.77
CLT0209,Boumerdes,9778814,17425983,92,144,studio,married,False,0.01,0.09,4,0.64,5,0.72,3,0.23,1,0.42,5,0.93
CLT0210,Ghardaia,5855750,9792386,51,62,villa,single,True,0.16,0.06,4,0.61,1,0.4,5,0.85,5,0.0,2,0.26
CLT0211,Tissemsilt,10804524,14570877,100,176,apartment,single,True,0.55,0.11,3,0.07,2,0.98,5,0.4,1,0.31,4,0.33
CLT0212,Medea,10518282,12913240,89,118,studio,single,True,0.69,0.59,4,0.52,0,0.82,1,0.25,1,0.53,1,0.46
CLT0213,Annaba,8469805,13728917,90,160,villa,single,True,0.65,0.54,3,0.15,4,0.52,0,0.81,3,0.32,6,0.93
CLT0214,Bouira,5991257,7346384,71,127,villa,divorced,False,0.22,0.23,2,0.74,0,0.12,4,0.34,0,0.11,9,0.9
CLT0215,Biskra,7944808,12851107,86,106,studio,single,True,0.71,0.64,3,0.51,0,0.86,5,0.11,4,0.44,10,0.09
CLT0216,Boumerdes,5244843,7679613,94,140,studio,married,True,0.24,0.82,3,0.68,2,0.8,5,0.57,1,0.25,7,0.13
CLT0217,Bechar,7791488,12821867,52,152,studio,married,False,0.33,0.04,4,0.04,0,0.18,1,0.58,4,0.91,5,0.5
CLT0218,Timimoun,9083693,13137101,53,68,apartment,single,True,0.75,0.5,4,0.08,1,0.3,3,0.71,4,0.1,7,0.11
CLT0219,Jijel,11726930,14181938,77,148,studio,divorced,True,0.65,0.69,1,0.72,1,0.79,1,0.24,3,0.05,1,0.35
CLT0220,Tindouf,5958251,8302845,60,148,apartment,married,False,0.85,0.25,1,0.07,3,0.19,0,0.44,1,0.01,2,0.15
CLT0221,Touggourt,7679689,10595682,63,92,apartment,divorced,False,0.66,0.31,2,0.07,5,0.92,2,0.28,5,0.33,6,0.64
CLT0222,Mostaganem,9301105,14655784,70,164,studio,divorced,False,0.57,0.61,1,0.01,4,0.42,2,0.08,4,0.66,9,0.95
CLT0223,Ain Temouchent,6939556,10463392,95,135,apartment,divorced,True,0.09,0.9,3,0.96,0,0.09,3,0.88,1,0.73,0,1.0
CLT0224,Mascara,10646865,13783746,74,123,studio,married,True,0.37,0.81,4,0.74,0,0.82,5,0.73,2,0.45,6,0.38
CLT0225,El Menia,8570166,13458574,53,92,apartment,single,True,0.27,0.58,1,0.35,2,0.37,3,0.3,5,0.68,5,0.6
CLT0226,Constantine,7943770,12466582,85,176,studio,single,False,0.24,0.73,1,0.3,5,0.53,5,0.6,2,0.36,7,0.86
CLT0227,Bouira,10080019,17566727,69,126,apartment,divorced,True,0.97,0.36,2,0.35,1,0.11,5,0.2,2,0.67,6,0.12
CLT0228,Mila,11780978,16409156,74,138,studio,married,True,0.39,0.64,2,0.77,4,0.0,2,0.89,4,0.04,3,0.69
CLT0229,Mila,9524057,11432753,63,115,studio,divorced,False,0.89,0.47,3,0.66,3,0.64,3,0.11,2,0.39,2,0.41
CLT0230,Algiers,5833138,7019769,79,173,villa,divorced,False,0.63,0.19,4,0.19,1,0.52,1,0.0,3,0.79,2,0.21
CLT0231,Constantine,6712778,8606056,78,150,studio,divorced,True,0.79,0.7,2,0.17,5,0.59,5,0.5,3,0.8,3,0.4
CLT0232,Ouargla,11852976,19438147,92,134,apartment,married,True,0.5,0.56,1,0.1,3,0.79,4,0.58,4,0.72,8,0.08
CLT0233,Oum El Bouaghi,7457205,12925809,54,126,studio,single,True,0.58,0.36,4,0.66,2,0.65,4,0.58,1,0.2,8,0.7
CLT0234,Ouargla,6409090,13907687,57,151,apartment,single,False,0.49,0.91,4,0.76,2,0.17,1,0.05,0,0.25,1,0.25
CLT0235,Tipaza,8836602,16541424,52,125,studio,divorced,True,0.2,0.02,1,0.27,0,0.36,4,0.31,1,1.0,4,0.31
CLT0236,Bechar,5456851,10124958,83,124,apartment,single,False,0.72,0.32,2,0.02,5,0.91,0,0.5,1,0.1,0,0.12
CLT0237,Saida,8527723,10544401,72,104,studio,married,False,0.28,0.06,1,0.08,4,0.77,5,0.22,1,0.18,3,0.86
CLT0238,Ain Temouchent,9900775,14563986,57,95,studio,divorced,True,0.02,0.77,4,0.97,3,0.56,1,0.87,1,0.13,1,0.49
CLT0239,Guelma,6817823,9837814,69,158,studio,single,False,0.65,0.7,5,0.3,1,0.26,3,0.09,5,0.33,7,0.57
CLT0240,Khenchela,6428748,13072313,82,141,villa,divorced,False,0.18,0.33,5,0.77,5,0.3,5,0.49,0,0.21,3,0.57
CLT0241,Sidi Bel Abbes,7031377,14036371,85,112,studio,single,False,0.94,0.68,3,0.62,5,0.73,1,0.69,5,0.5,4,0.41
CLT0242,Tipaza,8133282,10267079,100,135,villa,single,False,0.95,0.4,1,0.38,2,0.85,2,0.26,2,0.48,10,0.19
CLT0243,Skikda,6564283,12560837,98,180,studio,single,True,0.91,0.76,1,0.21,0,0.67,3,0.62,1,0.9,3,0.75
CLT0244,Naama,11467349,13474073,70,115,apartment,single,True,0.37,0.45,3,0.12,0,0.81,2,0.83,3,0.03,4,0.13
CLT0245,Tebessa,5932634,10806929,69,157,studio,divorced,True,0.02,0.41,3,0.62,3,0.77,5,0.19,4,0.32,4,0.1
CLT0246,Tamanrasset,8674177,13911315,63,87,studio,divorced,False,0.93,0.93,3,0.77,2,0.15,3,0.92,4,0.6,4,0.71
CLT0247,MSila,8075147,10535822,53,68,villa,divorced,False,0.43,0.25,4,0.64,5,0.42,4,0.55,5,0.6,10,0.21
CLT0248,Ghardaia,11794193,14727792,87,147,apartment,divorced,True,0.97,0.12,1,0.53,4,0.15,1,0.3,5,0.48,2,0.31
CLT0249,In Guezzam,5289167,9316292,64,162,apartment,divorced,True,0.96,0.58,4,0.04,2,0.24,5,0.43,3,0.82,6,0.48
CLT0250,Guelma,6179563,12478728,53,150,studio,single,True,0.85,0.97,3,0.97,3,0.87,0,0.31,1,0.06,2,0.45
CLT0251,Ghardaia,5970149,9719563,87,152,studio,married,False,0.29,0.38,1,0.8,3,0.47,3,0.73,0,0.82,1,0.71
CLT0252,El Tarf,5427508,9114727,53,97,villa,divorced,False,0.39,0.06,4,0.29,2,0.54,3,0.8,2,0.49,2,0.62
CLT0253,Batna,6349141,13447758,85,144,studio,single,False,0.85,0.34,4,0.98,3,0.18,5,0.83,4,0.13,10,0.64
CLT0254,Skikda,5053092,11074274,96,188,villa,single,True,0.32,0.51,3,0.6,2,0.31,5,0.99,2,0.89,2,0.71
CLT0255,Tizi Ouzou,6747240,13860675,93,114,villa,single,False,0.17,0.16,1,0.58,1,0.23,2,0.79,0,0.65,7,0.29
CLT0256,Batna,6810876,9044195,80,147,apartment,divorced,False,0.56,0.66,3,0.75,2,0.21,4,0.6,5,0.16,3,0.32
CLT0257,Ghardaia,6201294,8321630,94,130,studio,divorced,True,0.94,1.0,1,0.81,2,0.64,2,0.34,4,0.03,2,0.44
CLT0258,Blida,5387641,11845515,74,151,studio,married,False,0.7,0.45,5,0.66,3,0.26,2,0.54,2,0.14,9,0.31
CLT0259,Ouargla,8403357,11667643,81,180,villa,single,True,0.57,0.35,2,0.13,3,0.63,4,0.04,5,0.61,4,0.98
CLT0260,Ouled Djellal,11502135,13087501,51,150,apartment,divorced,False,0.1,0.4,2,0.34,0,0.06,0,0.74,0,0.18,3,0.81
CLT0261,El Menia,6204095,7606189,69,98,apartment,single,True,0.62,0.12,2,0.93,0,0.14,2,0.45,2,0.23,8,0.16
CLT0262,Annaba,7886317,14038394,96,110,villa,single,True,0.99,0.88,3,0.22,1,0.27,2,0.02,1,0.03,7,0.01
CLT0263,Algiers,8581605,10887221,72,125,studio,divorced,False,0.14,0.41,5,0.37,0,0.6,3,0.06,5,0.72,10,0.04
CLT0264,Mascara,9704011,11640916,57,77,studio,divorced,False,0.52,0.39,1,0.43,2,0.68,4,0.39,0,0.81,6,0.24
CLT0265,Illizi,6913736,10340865,90,156,studio,divorced,False,0.88,0.66,4,0.44,3,0.44,1,0.58,2,0.8,7,0.11
CLT0266,Naama,6169014,10330793,86,181,studio,married,False,0.74,0.44,1,0.61,0,0.45,0,0.46,1,0.13,4,0.53
CLT0267,Ouled Djellal,10030222,16403279,84,119,studio,divorced,False,0.7,0.65,4,0.94,0,0.72,0,0.62,1,0.9,3,0.86
CLT0268,El Oued,10679335,15242504,56,113,studio,married,False,0.7,0.06,1,0.24,1,0.02,4,0.48,0,0.67,6,0.74
CLT0269,El Menia,8338091,14033521,97,148,apartment,divorced,False,0.36,0.81,5,0.12,5,0.34,5,0.66,3,0.9,0,0.22
CLT0270,Algiers,6785543,10272499,56,94,studio,married,True,0.29,0.94,4,0.2,1,0.82,5,0.22,4,0.45,5,0.4
CLT0271,Sidi Bel Abbes,8245195,10652993,96,118,apartment,divorced,False,0.81,0.65,3,0.89,2,0.6,3,0.11,0,0.44,7,0.51
CLT0272,Tipaza,11644396,13405666,95,128,apartment,divorced,False,0.81,0.95,1,0.65,3,0.34,3,0.6,1,0.78,6,0.81
CLT0273,Constantine,6609648,8598030,67,160,studio,single,False,0.87,0.15,1,0.29,1,0.91,4,0.48,1,0.09,1,0.84
CLT0274,Batna,7394631,11259673,63,129,villa,married,False,0.91,0.48,4,0.82,0,0.77,3,0.03,0,0.52,6,0.91
CLT0275,El Tarf,6163786,10804272,71,159,apartment,married,True,0.51,0.6,3,0.86,3,0.26,0,0.38,3,0.84,5,0.51
CLT0276,Bordj Bou Arreridj,6480468,10715472,86,167,apartment,single,False,0.5,0.58,3,0.85,3,0.65,0,0.11,4,0.83,4,0.69
CLT0277,In Salah,11688542,18173505,65,134,apartment,single,True,0.8,0.4,5,0.92,0,0.6,1,0.53,2,0.96,3,0.11
CLT0278,Beni Abbes,11996231,14355098,55,127,apartment,single,True,0.65,0.34,3,0.25,1,0.4,5,0.4,0,0.7,0,0.57
CLT0279,MSila,11965425,16274371,97,146,apartment,married,False,0.7,0.13,3,0.76,0,0.37,4,0.61,4,0.21,1,0.25
CLT0280,Laghouat,5271097,11998744,69,123,villa,single,False,0.8,0.39,3,0.46,5,0.34,2,0.81,4,0.02,6,0.43
CLT0281,In Guezzam,8692992,10360056,56,100,villa,single,True,0.89,0.16,2,0.84,3,0.62,5,0.3,5,0.48,9,0.63
CLT0282,Ain Defla,8266931,13940128,84,147,studio,single,False,0.34,0.73,5,0.73,4,0.44,2,0.96,1,0.51,2,0.26
CLT0283,Bordj Bou Arreridj,9270081,16272623,89,114,villa,single,True,0.38,0.21,1,0.78,4,0.83,1,0.54,2,0.24,4,0.05
CLT0284,Biskra,8285870,14138064,66,107,studio,single,False,0.09,0.06,4,0.66,2,0.67,1,0.62,0,0.12,7,0.01
CLT0285,Blida,10016722,11371056,55,76,apartment,divorced,False,0.58,0.55,1,0.18,0,0.07,3,0.68,1,0.59,7,0.02
CLT0286,In Guezzam,10365629,12097593,58,122,apartment,married,True,0.04,0.6,5,0.55,0,0.64,1,0.67,5,0.76,5,0.01
CLT0287,Annaba,10500184,12646968,99,145,studio,single,True,0.47,0.87,4,0.98,2,0.27,1,0.51,5,0.99,4,0.11
CLT0288,Boumerdes,5220909,10550815,77,122,studio,single,False,0.54,0.58,5,0.94,2,0.59,2,0.43,1,0.76,1,0.24
CLT0289,Relizane,5784189,10600280,98,134,studio,divorced,False,0.29,0.35,3,0.04,2,0.68,3,0.05,3,0.79,8,0.22
CLT0290,Chlef,7675038,13975569,59,139,apartment,divorced,False,0.59,0.8,4,0.16,3,0.23,1,0.02,4,0.62,0,0.99
CLT0291,Khenchela,8255541,14615277,94,120,studio,married,False,0.03,0.54,3,0.13,5,0.46,5,0.36,0,0.99,10,0.31
CLT0292,Touggourt,6427538,13417467,84,183,studio,single,False,0.04,0.08,1,0.73,0,0.19,1,0.33,0,0.64,1,0.13
CLT0293,El Bayadh,8135833,10580445,97,159,villa,single,False,0.82,0.57,1,0.82,3,0.05,3,0.39,0,0.86,0,0.55
CLT0294,Tebessa,6515454,10886309,87,126,villa,single,False,0.36,0.91,4,0.21,2,0.38,4,0.14,1,0.95,3,0.86
CLT0295,El Mghair,6468330,13069630,51,136,apartment,divorced,True,0.13,0.4,4,0.51,0,0.36,3,0.74,3,0.93,3,0.68
CLT0296,Touggourt,10940701,18431146,84,182,villa,single,False,0.52,0.3,5,0.84,3,1.0,2,0.86,2,0.38,4,0.3
CLT0297,Medea,5596296,9128607,79,111,villa,married,False,0.77,0.14,5,0.73,5,0.45,4,0.94,5,0.08,4,0.56
CLT0298,Bouira,7928913,9832425,69,134,studio,married,True,0.22,0.15,3,0.54,3,0.33,5,0.49,1,0.17,7,0.71
CLT0299,Setif,11391009,14097907,97,125,studio,married,False,0.62,0.43,4,0.59,5,0.58,0,0.7,2,0.06,10,0.73
CLT0300,Ouargla,9002096,15870523,97,151,apartment,married,False,0.09,0.6,1,0.51,2,0.09,3,0.86,5,0.11,10,0.67
CLT0301,Beni Abbes,10007753,14358408,62,116,studio,married,True,0.05,0.08,5,0.3,5,0.96,2,0.42,5,0.18,2,0.87
CLT0302,Naama,5149253,6742151,52,68,apartment,divorced,True,0.53,0.94,5,0.57,0,0.63,5,0.31,3,0.34,5,0.87
CLT0303,Sidi Bel Abbes,5410260,8092862,98,167,villa,married,False,0.54,0.76,1,0.69,2,0.75,4,0.94,4,0.54,2,0.58
CLT0304,In Guezzam,8677975,13313517,52,64,studio,single,True,0.64,0.59,5,0.87,0,0.17,5,0.52,0,0.71,1,0.43
CLT0305,Medea,6843848,9599586,84,110,villa,married,False,0.73,0.83,3,0.64,4,0.41,3,0.5,2,0.21,7,0.64
CLT0306,Tebessa,11164867,12877523,65,79,studio,divorced,False,0.98,0.08,4,0.76,1,0.42,1,0.18,1,0.67,0,0.82
CLT0307,Tamanrasset,6063774,8847330,100,151,villa,single,False,0.52,0.48,1,0.16,5,0.82,3,0.11,2,0.7,8,0.01
CLT0308,Tebessa,7762413,11912818,50,148,apartment,married,False,0.32,0.63,4,0.46,1,0.0,0,0.84,4,0.56,10,0.99
CLT0309,In Guezzam,9582281,16544630,86,107,villa,single,False,0.8,0.83,5,0.01,1,0.3,3,0.61,0,0.9,6,0.18
CLT0310,Boumerdes,11846637,17451242,93,141,studio,divorced,False,0.27,0.78,5,0.25,5,0.98,4,0.33,2,0.11,9,0.47
CLT0311,Bordj Bou Arreridj,8809015,13453299,80,153,studio,divorced,False,0.44,0.28,1,0.73,2,0.47,4,0.19,4,0.18,10,0.87
CLT0312,El Bayadh,7031111,8567375,66,135,studio,married,False,0.08,0.94,3,0.99,4,0.38,3,0.56,1,0.43,3,0.23
CLT0313,Constantine,5884707,11334630,73,96,apartment,divorced,True,0.03,0.12,2,0.1,0,0.12,4,0.58,3,0.13,2,0.48
CLT0314,Mascara,9716350,13208541,69,122,studio,divorced,True,0.96,0.88,1,0.4,3,0.97,1,0.21,5,0.57,5,0.13
CLT0315,Ouled Djellal,7132172,9865825,73,90,villa,divorced,True,0.84,0.97,2,0.8,0,0.02,5,0.85,1,0.4,8,0.4
CLT0316,Setif,6203681,10269491,78,144,studio,married,False,0.7,0.18,2,0.2,3,0.74,3,0.08,0,0.28,8,0.18
CLT0317,Touggourt,11740020,15711667,84,95,studio,married,True,0.41,0.72,3,0.56,0,0.77,1,0.36,5,0.17,3,0.36
CLT0318,Bouira,11535675,14522385,84,126,studio,divorced,True,0.17,0.04,2,0.73,5,0.24,5,0.68,1,0.34,9,0.37
CLT0319,Illizi,5876350,12078496,67,143,villa,married,False,0.16,0.41,2,0.62,4,0.67,5,0.27,1,0.61,4,0.99
CLT0320,In Salah,7562428,8769992,89,163,apartment,single,False,0.25,0.52,3,0.19,3,0.09,1,0.83,1,0.58,10,0.99
CLT0321,Tipaza,7597890,11074542,55,65,villa,single,True,0.55,0.58,2,0.36,2,0.26,2,0.74,1,0.16,8,0.11
CLT0322,Skikda,9825347,17784457,73,167,villa,single,True,0.71,0.94,2,0.78,0,0.79,3,0.79,5,0.12,1,0.73
CLT0323,Annaba,8185457,12056110,95,124,studio,single,False,0.66,0.67,2,0.55,0,0.86,5,0.12,0,0.03,1,0.05
CLT0324,Timimoun,5918309,9440775,87,122,villa,married,False,0.28,0.48,1,0.01,3,0.61,5,0.14,4,0.01,4,0.03
CLT0325,Constantine,11991212,16621894,72,108,villa,divorced,True,0.95,0.81,1,0.76,2,0.51,4,0.29,2,0.88,0,0.11
CLT0326,Tiaret,9512592,15481448,50,122,apartment,married,False,0.74,0.95,1,0.04,2,0.16,5,0.52,3,0.05,7,0.97
CLT0327,Naama,11297799,18784510,57,70,villa,single,False,0.55,0.02,3,0.75,5,0.06,1,0.75,2,0.73,4,0.94
CLT0328,Jijel,6577269,10598679,71,98,villa,married,True,0.61,0.98,5,0.2,5,0.12,5,0.84,2,0.87,9,0.19
CLT0329,In Guezzam,11919157,15746860,77,111,apartment,married,True,0.42,0.09,2,0.96,5,0.23,2,0.7,3,0.1,1,0.16
CLT0330,Ghardaia,11507605,16441614,62,139,apartment,married,True,0.25,0.81,2,0.37,5,0.34,3,0.93,5,0.44,8,0.24
CLT0331,Mila,9846550,13992754,71,99,villa,divorced,True,0.36,0.28,3,0.33,5,0.38,3,0.74,0,0.96,1,0.52
CLT0332,Beni Abbes,11129727,13223036,89,141,villa,married,True,0.76,0.13,2,0.15,5,0.35,5,0.31,3,0.83,6,0.57
CLT0333,Adrar,6925744,14443615,86,129,apartment,married,True,0.01,0.44,1,0.31,4,0.24,0,0.27,0,0.49,7,0.22
CLT0334,Timimoun,6107312,9061775,50,85,apartment,married,False,0.12,0.64,5,0.88,2,0.51,0,0.7,5,0.76,5,0.76
CLT0335,Tissemsilt,5848582,9610335,96,120,villa,divorced,True,0.05,0.38,4,1.0,5,0.83,1,0.19,2,0.83,10,0.31
CLT0336,El Oued,7525255,9372643,52,148,studio,married,True,0.04,0.05,2,0.37,2,0.28,0,0.09,0,0.35,6,0.92
CLT0337,Tindouf,9303797,15902765,54,112,apartment,divorced,False,0.86,0.6,1,0.45,2,0.94,1,0.53,5,0.89,10,0.66
CLT0338,Tissemsilt,11318568,17509467,94,107,studio,single,True,0.7,0.9,4,0.72,1,0.87,4,0.82,5,0.47,0,0.44
CLT0339,Tamanrasset,8726327,14187802,77,97,apartment,divorced,True,0.47,0.38,5,0.89,4,0.16,1,0.1,4,0.53,3,0.79
CLT0340,Souk Ahras,9560808,15059931,75,125,villa,married,True,0.1,0.22,4,0.59,5,0.79,0,0.79,3,1.0,6,0.82
CLT0341,Tizi Ouzou,8634119,12871608,65,118,apartment,married,True,0.49,0.44,1,0.39,0,0.57,5,0.81,4,0.84,0,0.29
CLT0342,Mila,10746831,14847458,69,105,apartment,single,True,0.47,0.05,4,0.41,3,0.57,4,0.48,2,0.36,0,0.34
CLT0343,Boumerdes,7345457,13705313,57,106,studio,single,True,0.17,0.82,3,0.7,0,0.39,0,0.06,3,0.01,10,0.94
CLT0344,Ouargla,11246345,18253389,97,131,villa,divorced,True,0.43,0.83,4,0.0,4,0.5,1,0.17,2,0.63,5,0.16
CLT0345,Bejaia,5867214,11821029,93,163,apartment,married,False,0.4,0.59,2,0.62,3,0.4,2,0.71,4,0.7,3,0.04
CLT0346,El Bayadh,7094638,12004436,50,99,studio,married,True,0.62,0.35,2,0.36,4,0.54,3,0.71,5,0.65,2,0.45
CLT0347,Oum El Bouaghi,5457590,10897005,77,126,villa,divorced,False,0.64,0.8,3,0.79,2,0.63,0,0.9,2,0.97,4,0.8
CLT0348,Constantine,8256828,14390312,89,163,apartment,married,False,0.05,0.55,1,0.09,3,0.67,1,0.58,3,0.86,8,0.77
CLT0349,Batna,10977855,16196310,72,171,studio,single,True,0.37,0.83,2,0.59,2,0.53,4,0.12,3,0.45,9,0.92
CLT0350,Bordj Bou Arreridj,9909074,16754695,71,139,apartment,divorced,False,0.63,0.63,5,0.48,0,0.72,0,0.12,2,0.06,9,0.53
CLT0351,Tlemcen,5357316,11172696,82,145,villa,married,True,0.5,0.78,2,0.64,0,0.14,0,0.72,3,0.48,10,0.1
CLT0352,Medea,8608318,14245982,65,90,studio,single,False,0.86,0.6,2,0.06,3,0.21,3,0.18,5,0.69,9,0.59
CLT0353,Bordj Badji Mokhtar,10509615,14853633,90,118,apartment,single,True,0.66,0.41,1,0.58,3,0.82,1,0.33,5,0.61,2,0.78
CLT0354,Tizi Ouzou,7355051,10980434,77,128,villa,divorced,False,0.16,0.96,4,0.56,5,0.32,2,0.49,3,0.54,4,0.09
CLT0355,El Bayadh,11826800,13169351,90,114,studio,married,False,0.07,0.54,2,0.56,4,0.02,4,0.02,2,0.47,9,0.17
CLT0356,Relizane,9261038,10675061,50,78,studio,single,True,0.64,0.61,3,0.6,5,0.15,1,0.25,4,0.29,4,0.01
CLT0357,Tebessa,8609799,12375875,86,182,studio,married,False,0.03,0.22,4,0.68,4,0.22,4,0.41,3,0.28,8,0.59
CLT0358,Batna,10833226,13009911,88,148,apartment,divorced,True,0.59,0.63,5,0.8,5,0.96,0,0.28,3,0.5,10,0.89
CLT0359,Tipaza,9839546,12009588,76,114,apartment,single,False,0.94,0.57,1,0.27,2,0.57,3,0.14,3,0.16,9,0.67
CLT0360,Laghouat,9733103,17470048,61,107,apartment,married,True,0.58,0.18,5,0.83,3,0.93,3,0.73,3,0.34,10,0.98
CLT0361,Skikda,6322280,8228778,89,166,studio,divorced,False,0.39,0.06,4,0.5,0,0.58,5,0.81,2,0.32,3,0.06
CLT0362,Ghardaia,8281355,15151394,80,176,villa,married,False,0.64,0.6,4,0.08,4,0.48,2,0.26,4,0.59,0,0.9
CLT0363,Oran,6064481,7979784,91,141,apartment,single,False,0.46,0.76,4,0.06,4,0.31,3,0.77,4,0.07,9,0.81
CLT0364,El Menia,10039154,17532569,62,103,villa,married,True,0.55,0.52,5,0.33,0,0.61,0,0.39,0,0.83,4,0.31
CLT0365,Ain Defla,7105018,9066897,50,132,apartment,single,True,0.94,0.23,4,0.78,5,0.14,2,0.51,3,0.56,0,0.97
CLT0366,Relizane,7334114,12723439,77,123,villa,single,False,0.39,0.67,5,0.71,4,0.9,1,0.86,3,0.67,5,0.29
CLT0367,Bordj Bou Arreridj,5388056,8174814,82,157,apartment,married,True,0.96,0.08,4,0.79,2,0.83,3,0.75,0,0.7,9,0.89
CLT0368,Khenchela,11041687,18491889,78,174,villa,married,True,0.91,0.44,3,0.52,3,0.32,2,0.81,4,0.29,9,0.88
CLT0369,Mostaganem,8187072,14584987,66,118,studio,divorced,False,0.2,0.16,4,0.44,0,0.95,0,0.14,1,0.47,6,0.76
CLT0370,Illizi,6052192,10838809,84,106,apartment,married,False,0.07,0.18,5,0.15,3,0.83,5,0.07,5,0.96,0,0.56
CLT0371,Khenchela,8727138,14214981,92,154,studio,divorced,True,0.1,0.2,2,0.33,4,0.67,4,0.89,1,0.77,9,0.12
CLT0372,Oum El Bouaghi,10112978,12760406,79,125,villa,married,False,0.02,0.39,4,0.43,4,0.12,4,0.39,4,0.97,3,0.53
CLT0373,Bordj Badji Mokhtar,7749720,9214385,75,120,villa,married,False,0.09,0.05,2,0.09,0,0.48,0,0.29,3,0.75,8,0.36
CLT0374,Djelfa,7729590,15388754,64,126,studio,married,True,0.68,0.4,3,0.22,2,0.51,0,0.72,1,0.18,0,0.79
CLT0375,Blida,9714971,11775252,71,117,apartment,married,False,0.07,0.51,1,0.6,1,0.23,4,0.84,2,0.06,8,0.76
CLT0376,Sidi Bel Abbes,11613310,13708175,58,95,apartment,divorced,False,0.32,0.48,3,0.74,0,0.08,5,0.86,2,0.58,7,0.91
CLT0377,Naama,5292575,13050231,93,167,villa,divorced,False,0.84,0.38,4,1.0,1,0.78,2,0.32,0,0.36,4,0.01
CLT0378,Laghouat,10879765,14573535,87,158,apartment,married,False,0.02,0.84,2,0.93,5,0.12,4,0.85,4,0.28,5,0.81
CLT0379,In Salah,8897629,12797254,86,169,villa,divorced,True,0.81,0.15,2,0.64,1,0.59,0,0.04,4,0.81,6,0.94
CLT0380,Bordj Badji Mokhtar,5631139,9050877,89,137,studio,single,False,0.28,0.51,5,0.42,2,0.94,3,0.05,1,0.37,3,0.79
CLT0381,Ain Defla,9765798,15252173,64,153,villa,single,False,0.12,0.06,2,0.64,5,0.88,1,0.62,3,0.32,5,0.13
CLT0382,Bouira,9166961,14389408,66,96,apartment,married,True,0.7,0.07,5,0.79,1,0.28,5,0.06,4,0.85,6,0.08
CLT0383,Illizi,9591245,16438365,92,156,apartment,divorced,True,0.63,0.57,1,0.12,5,0.85,5,0.32,1,0.85,10,0.02
CLT0384,Bouira,8890743,10677312,69,96,villa,married,True,0.88,0.57,4,0.41,1,0.0,3,0.67,1,0.36,5,0.63
CLT0385,Djelfa,7568441,9168321,98,183,villa,single,False,0.74,0.88,5,0.84,2,0.02,3,0.34,5,0.83,10,0.63
CLT0386,El Bayadh,5255101,12469173,75,152,villa,married,False,0.8,0.56,1,0.38,1,0.6,0,0.18,5,0.85,5,0.99
CLT0387,Bejaia,5960137,12683857,60,156,villa,divorced,True,0.28,0.96,2,0.57,1,0.36,4,0.28,4,0.42,1,0.4
CLT0388,Beni Abbes,9863435,12965715,87,132,villa,married,True,0.18,0.05,2,0.59,1,0.39,2,0.46,1,0.07,4,0.33
CLT0389,Medea,8795571,11141939,99,161,apartment,single,True,0.75,0.1,1,0.18,0,0.56,5,0.48,0,0.0,2,0.62
CLT0390,Djelfa,6290271,12835660,79,163,studio,single,False,0.81,0.04,2,0.36,0,0.19,5,0.78,0,0.52,6,0.83
CLT0391,Beni Abbes,9916436,11238242,59,127,studio,married,False,0.99,0.19,1,0.33,0,0.21,3,0.75,5,0.34,3,0.94
